presupuesto_min,fuente_lead,tipo_propiedad,interacciones_iniciales,conversion
136000,1,3,5,1
267000,1,1,6,0
93000,2,3,3,1
61000,1,1,4,0
210000,1,1,5,0
212000,1,3,4,0
195000,1,1,2,0
188000,1,1,5,1
126000,1,3,5,1
231000,2,2,0,1
146000,1,2,0,0
115000,1,1,3,0
126000,1,1,2,0
456000,1,4,14,1
58000,1,1,6,0
197000,1,1,2,1
60000,1,1,3,0
141000,1,3,5,0
118000,1,3,4,0
50000,1,2,0,0
186000,1,4,2,0
122000,1,1,2,0
50000,1,3,5,1
238000,1,1,2,0
330000,1,1,1,0
340000,2,1,0,1
183000,1,4,3,1
154000,1,3,3,0
311000,1,2,7,1
378000,1,1,27,0
280000,1,1,7,1
89000,1,1,3,1
168000,1,1,0,0
191000,1,1,1,0
55000,1,2,2,1
194000,1,2,0,0
524000,1,3,0,1
213000,1,2,2,1
337000,1,1,5,0
166000,1,2,3,0
144000,1,1,4,1
185000,2,2,0,1
96000,1,3,8,0
88000,1,1,1,0
301000,1,1,3,1
319000,1,3,7,0
87000,1,2,5,1
255000,1,2,2,0
143000,1,2,2,0
181000,1,2,2,0
193000,2,1,0,1
259000,1,3,4,1
157000,1,3,0,0
326000,1,1,6,0
178000,1,1,4,0
211000,1,2,2,1
95000,1,2,5,1
492000,1,1,6,0
194000,2,2,0,1
222000,1,2,9,1
62000,2,2,2,1
95000,1,1,4,0
296000,1,1,3,0
176000,1,1,0,0
52000,2,3,0,1
266000,1,2,2,0
111000,1,1,3,1
326000,1,3,3,1
143000,1,1,2,0
168000,1,2,4,0
287000,1,1,5,0
92000,1,2,4,1
87000,1,2,6,0
135000,1,3,1,0
236000,1,1,6,0
72000,1,1,5,1
60000,1,1,1,0
236000,1,4,2,0
108000,1,1,4,0
121000,1,2,4,0
54000,1,2,4,1
103000,1,1,4,0
149000,1,1,4,0
250000,1,1,4,1
98000,1,2,7,0
373000,1,4,7,0
103000,1,1,0,0
103000,1,4,7,1
349000,1,1,2,1
169000,1,1,2,1
111000,1,3,17,0
138000,1,3,6,0
316000,1,1,0,1
336000,1,2,0,1
96000,1,3,5,0
147000,2,3,0,1
158000,2,2,0,1
87000,2,1,0,1
145000,2,1,0,1
150000,1,2,2,0
281000,1,2,0,1
291000,1,1,3,0
125000,1,1,0,0
133000,1,1,4,0
216000,1,2,0,0
109000,1,1,2,1
207000,1,1,7,0
143000,1,1,2,1
88000,1,3,0,0
89000,2,2,0,1
332000,1,1,4,1
138000,1,1,9,1
370000,1,1,0,0
113000,1,2,0,0
176000,1,2,3,0
559000,1,2,2,0
84000,2,2,0,1
53000,2,1,0,1
304000,1,1,3,1
95000,2,1,0,1
148000,1,2,2,1
109000,2,1,0,1
174000,2,2,3,1
89000,2,1,0,1
136000,2,2,0,1
192000,2,1,0,1
86000,2,1,3,1
102000,2,2,0,1
124000,2,1,0,1
68000,1,1,1,0
119000,2,1,0,1
160000,2,2,0,1
120000,1,1,6,0
129000,1,3,8,0
148000,1,4,8,1
105000,1,3,0,0
219000,1,1,5,0
330000,1,2,0,0
116000,2,1,0,1
196000,2,3,0,1
131000,2,2,0,1
183000,2,1,0,1
355000,1,1,0,1
198000,2,3,0,1
57000,1,3,5,0
193000,1,2,3,0
296000,2,2,0,1
133000,2,3,0,1
259000,1,3,3,0
103000,2,3,0,1
66000,2,1,0,1
162000,1,2,4,1
57000,2,3,0,1
131000,2,1,0,1
304000,2,1,0,1
52000,1,1,5,1
74000,1,1,4,0
85000,1,3,7,0
145000,1,1,6,1
123000,1,2,0,0
324000,1,1,0,1
254000,1,3,5,1
197000,2,3,0,1
163000,1,2,3,0
186000,1,2,4,0
93000,1,1,2,0
240000,1,3,0,0
81000,1,2,2,0
237000,1,1,4,0
288000,1,4,8,1
168000,1,1,3,0
136000,1,2,2,1
187000,1,1,5,0
50000,1,2,0,0
177000,1,1,3,1
141000,1,1,4,1
146000,1,2,2,0
221000,1,4,3,0
144000,1,1,3,1
80000,1,2,2,1
139000,1,2,8,1
156000,1,3,6,0
160000,1,1,5,0
164000,1,2,3,0
266000,1,4,2,0
83000,1,1,5,1
165000,1,1,2,0
305000,1,3,3,0
58000,1,1,2,1
166000,1,1,6,1
109000,1,1,3,0
122000,1,3,3,1
91000,1,3,5,1
137000,1,2,8,1
413000,1,2,3,0
75000,1,1,4,1
79000,1,1,2,0
73000,1,1,1,0
388000,1,1,1,0
116000,1,1,0,0
148000,2,2,0,1
120000,1,1,9,0
89000,1,1,2,0
132000,1,1,4,0
580000,1,1,8,0
323000,1,1,0,0
94000,1,1,3,0
214000,1,1,0,0
95000,1,2,2,0
56000,1,3,3,0
263000,1,3,2,1
284000,1,3,3,0
267000,1,2,3,1
116000,1,3,4,0
137000,1,2,2,1
227000,1,2,3,0
186000,1,1,0,0
121000,1,1,2,1
62000,1,1,3,0
160000,1,1,2,0
272000,1,3,2,0
78000,1,1,0,0
213000,1,2,0,1
180000,1,3,4,1
227000,1,2,0,0
242000,1,1,2,0
102000,1,1,2,1
62000,1,1,0,0
112000,2,4,0,1
245000,2,2,0,1
111000,2,2,0,1
102000,2,2,0,1
55000,1,2,3,0
393000,1,2,0,0
236000,1,1,0,1
229000,1,1,17,1
255000,2,1,0,1
206000,1,2,3,0
131000,1,3,3,0
137000,1,2,0,1
119000,1,2,3,0
639000,1,3,0,0
204000,1,1,2,0
116000,1,1,2,0
194000,1,3,3,0
86000,1,3,3,0
343000,1,2,0,0
104000,1,1,0,0
198000,1,4,0,1
270000,1,3,5,1
185000,1,2,16,1
158000,1,1,2,1
151000,2,2,3,1
145000,1,3,4,1
109000,1,3,4,0
117000,1,2,5,1
338000,1,2,1,0
141000,2,2,0,1
97000,1,2,2,0
113000,1,1,0,0
275000,1,1,5,1
218000,1,1,4,0
204000,1,3,7,0
130000,2,1,0,1
206000,1,1,0,1
105000,1,3,15,1
130000,1,2,4,0
256000,1,1,0,0
243000,1,1,2,0
87000,1,3,4,1
94000,2,1,0,1
159000,1,2,4,0
388000,2,2,0,1
52000,1,1,7,1
175000,1,2,0,0
70000,1,1,3,1
106000,1,2,4,0
123000,2,1,3,0
119000,1,1,7,0
112000,1,1,0,0
151000,1,3,3,1
112000,1,1,12,0
67000,1,1,5,0
230000,1,1,2,0
227000,1,2,2,0
239000,1,1,6,1
64000,1,3,3,1
177000,1,2,6,0
218000,1,2,0,0
85000,1,2,5,0
151000,1,1,5,0
141000,1,4,15,0
413000,1,4,7,1
432000,1,1,2,1
60000,1,2,5,1
591000,1,1,1,0
91000,1,2,9,0
257000,1,3,4,0
256000,1,3,4,0
87000,1,1,6,0
197000,1,2,5,0
141000,1,2,3,1
203000,1,1,5,1
170000,1,2,5,1
290000,1,2,4,0
156000,1,3,5,0
137000,1,4,3,0
274000,1,1,5,1
206000,1,1,6,0
224000,1,1,8,0
104000,1,1,4,1
84000,1,2,1,0
110000,1,3,5,0
107000,1,1,5,0
231000,1,2,2,0
257000,1,1,2,0
138000,1,1,4,0
330000,1,3,3,1
318000,1,2,7,1
171000,1,1,6,1
95000,1,3,4,1
357000,1,2,3,0
145000,1,1,6,1
161000,1,2,4,1
124000,1,2,4,0
92000,1,1,2,0
67000,1,3,4,0
212000,1,2,29,0
97000,1,2,6,0
807000,1,3,3,0
83000,1,2,2,0
75000,1,1,10,0
199000,1,1,4,1
348000,1,1,8,0
155000,1,1,2,1
205000,1,1,4,0
54000,1,2,5,1
103000,1,1,0,0
83000,1,1,2,0
53000,1,2,4,1
160000,1,1,10,0
50000,1,2,11,1
72000,1,2,2,0
112000,1,1,5,1
95000,1,1,6,1
187000,1,2,2,0
177000,1,1,3,0
245000,1,2,7,0
227000,1,2,16,1
281000,1,2,1,0
150000,1,1,0,1
177000,1,3,1,0
199000,1,1,3,1
162000,1,3,2,0
121000,1,3,12,1
125000,1,1,3,0
96000,1,1,4,1
189000,1,1,0,0
142000,1,3,3,0
104000,1,1,4,0
104000,1,3,5,1
77000,1,2,4,0
257000,1,2,2,1
157000,1,2,8,1
93000,1,1,5,0
234000,1,1,5,0
110000,1,3,5,1
69000,1,1,0,0
263000,1,3,4,0
112000,1,4,1,0
120000,1,1,6,1
153000,1,2,5,0
281000,1,1,3,0
152000,1,2,9,1
78000,1,4,7,0
202000,1,3,1,0
115000,1,3,7,0
424000,1,1,13,0
150000,1,2,0,1
50000,2,1,0,1
183000,1,3,2,1
437000,1,1,2,0
357000,1,1,4,0
411000,1,1,0,0
86000,2,1,0,1
248000,1,1,7,0
101000,1,1,4,0
170000,2,3,3,1
74000,2,3,0,1
105000,1,1,3,1
103000,2,3,3,1
246000,2,1,3,1
233000,1,3,4,1
175000,1,1,0,0
71000,1,2,2,0
126000,1,1,2,0
100000,1,1,6,1
242000,1,2,0,0
287000,2,3,0,1
268000,2,3,0,1
99000,1,1,2,0
50000,1,2,4,1
57000,1,3,7,1
328000,1,1,4,0
120000,1,1,4,1
99000,1,1,6,0
370000,1,1,2,1
301000,1,1,0,0
152000,2,1,3,0
128000,1,2,3,1
139000,1,2,0,1
170000,1,3,4,0
362000,1,2,2,1
189000,1,1,1,0
224000,1,3,2,0
285000,1,2,4,0
79000,1,2,14,1
227000,1,1,3,0
128000,1,2,5,1
50000,1,2,3,0
50000,1,2,2,0
86000,1,3,6,1
201000,1,3,4,1
160000,1,3,4,0
166000,1,2,3,0
439000,1,4,0,1
75000,2,3,0,1
148000,2,1,3,1
177000,2,2,0,1
100000,1,1,7,1
152000,1,1,0,0
62000,1,1,2,0
326000,1,2,0,0
103000,1,1,4,1
458000,1,1,4,0
147000,1,1,3,0
264000,1,2,0,0
146000,1,3,3,0
147000,1,4,11,0
109000,1,1,4,0
160000,1,1,2,1
179000,1,3,4,0
97000,2,1,3,1
140000,1,4,4,1
107000,1,2,16,1
531000,2,2,0,1
143000,1,1,1,0
351000,1,1,8,0
135000,1,2,5,1
173000,1,1,3,0
73000,2,3,4,1
117000,1,2,4,1
168000,1,1,3,1
359000,1,1,4,0
169000,1,2,6,1
321000,1,1,8,1
213000,1,2,2,0
367000,1,2,3,0
145000,1,3,2,0
559000,1,1,1,0
115000,1,1,7,1
98000,1,3,7,0
77000,1,2,3,0
541000,1,2,3,0
235000,1,2,3,0
125000,1,3,3,0
298000,1,1,6,0
219000,1,1,2,1
442000,1,3,3,0
64000,1,1,3,0
130000,1,3,4,0
116000,1,1,3,1
51000,1,1,5,1
269000,1,1,4,0
129000,1,3,4,0
225000,1,3,2,0
549000,1,1,3,1
124000,1,1,5,0
119000,1,1,8,1
160000,1,1,8,0
258000,1,2,5,0
110000,1,1,3,1
106000,1,1,4,0
268000,1,1,4,1
185000,1,2,3,0
50000,2,2,0,1
76000,1,2,9,1
343000,1,2,2,1
187000,2,4,0,1
99000,1,2,2,0
137000,1,3,3,1
151000,1,2,3,0
225000,1,1,2,0
71000,1,3,5,0
94000,1,2,0,1
174000,1,2,0,0
142000,1,1,2,0
205000,2,1,0,1
76000,2,3,3,1
183000,2,1,0,1
273000,2,1,1,1
196000,1,1,5,0
162000,1,2,2,0
142000,1,3,2,0
95000,1,2,2,0
144000,1,3,2,0
300000,1,2,8,0
140000,1,1,2,0
92000,2,1,0,1
114000,1,1,2,0
168000,1,2,4,1
122000,1,1,4,0
196000,1,1,2,0
200000,1,3,4,0
245000,1,2,2,0
328000,1,1,4,1
259000,1,2,8,0
90000,1,2,6,1
91000,1,3,0,1
144000,1,2,2,0
117000,1,1,2,0
80000,1,1,3,1
118000,1,1,3,1
116000,1,2,6,0
104000,1,2,2,0
126000,1,2,2,0
287000,1,2,4,1
167000,1,1,0,0
584000,1,1,7,0
165000,1,1,8,1
128000,2,1,3,0
150000,1,2,0,1
173000,1,3,3,0
191000,1,1,6,0
470000,1,2,0,1
94000,2,1,0,1
241000,1,2,3,1
168000,1,1,4,0
63000,1,2,4,1
229000,1,1,5,1
301000,1,1,4,1
94000,1,2,8,0
149000,1,1,0,1
58000,1,2,3,1
75000,2,1,0,1
267000,1,4,8,0
116000,1,1,10,0
82000,1,2,11,0
170000,1,3,4,0
113000,1,2,3,1
116000,1,1,7,0
225000,1,2,3,1
79000,1,1,4,1
91000,1,2,4,0
163000,1,1,3,0
256000,1,3,4,1
296000,1,3,5,1
104000,1,1,3,0
251000,1,1,0,0
97000,1,1,23,0
410000,1,2,0,0
80000,1,1,5,1
311000,1,2,0,0
105000,1,2,2,1
454000,1,3,3,0
208000,1,1,2,0
86000,1,1,2,0
113000,1,1,2,0
231000,1,2,2,0
268000,1,1,9,1
144000,1,1,0,0
154000,1,1,2,0
228000,1,2,0,0
161000,1,3,5,0
74000,1,1,0,0
96000,1,1,5,0
171000,1,1,0,0
293000,1,1,0,0
365000,1,4,2,0
230000,1,2,4,1
176000,1,2,3,0
226000,1,3,7,0
104000,1,2,0,0
138000,1,1,0,0
95000,1,2,2,0
75000,1,1,2,1
180000,1,1,6,1
166000,1,4,2,0
219000,1,1,0,0
203000,1,2,2,1
171000,1,1,4,0
204000,1,1,0,0
147000,1,2,0,0
188000,1,3,0,0
101000,1,2,2,0
184000,1,1,0,0
217000,1,1,7,0
104000,1,2,5,0
154000,1,2,4,1
106000,1,3,0,0
112000,1,2,0,0
81000,1,3,2,0
301000,1,3,5,0
270000,1,1,0,0
202000,1,2,0,0
444000,1,2,0,0
135000,1,4,0,0
795000,1,1,0,0
132000,1,2,0,0
173000,1,1,0,0
121000,1,2,3,0
184000,1,3,2,0
238000,2,3,0,1
141000,1,1,7,1
399000,1,1,0,0
171000,1,3,2,1
174000,1,2,2,1
91000,2,3,0,1
189000,1,1,3,0
139000,1,3,5,0
107000,1,2,5,0
98000,1,1,2,0
652000,1,1,2,0
130000,1,2,3,0
67000,1,1,0,0
102000,1,3,0,0
146000,1,2,2,0
203000,1,2,0,0
204000,2,1,0,1
218000,1,4,5,1
105000,1,2,5,0
181000,1,3,3,1
93000,1,3,3,1
107000,1,2,5,0
91000,2,3,3,1
78000,1,2,2,0
269000,1,2,0,1
219000,1,1,5,0
257000,1,1,2,1
153000,1,2,8,1
230000,1,1,2,0
57000,1,2,12,1
241000,2,4,0,1
165000,1,1,4,1
212000,1,1,0,0
185000,1,2,4,1
87000,1,1,6,1
66000,1,3,6,0
101000,2,2,0,1
205000,1,2,0,1
219000,1,2,2,0
71000,2,2,0,1
87000,1,1,2,1
101000,2,1,0,1
123000,2,1,0,0
71000,1,3,2,0
69000,1,1,4,1
95000,1,1,4,0
157000,1,1,2,1
78000,1,1,10,1
141000,2,1,0,1
268000,1,3,6,0
73000,1,1,1,0
134000,1,2,0,0
264000,1,1,3,1
119000,1,2,2,0
109000,1,1,6,0
284000,1,2,5,0
127000,1,3,2,0
275000,1,1,13,0
190000,1,4,4,1
124000,1,1,2,0
195000,1,2,2,0
179000,1,2,4,1
263000,1,1,0,0
111000,1,1,5,1
153000,2,1,0,1
145000,1,2,4,1
221000,2,1,0,1
85000,1,3,3,0
262000,1,1,10,0
194000,1,3,3,0
73000,1,1,0,0
292000,1,2,0,1
513000,1,1,0,1
260000,1,1,3,0
329000,1,1,6,0
157000,1,2,2,1
60000,1,1,5,0
54000,1,2,4,1
173000,1,4,3,0
108000,1,1,5,1
91000,1,1,2,0
145000,1,1,4,1
210000,1,1,4,0
67000,1,2,1,0
117000,1,2,0,1
344000,1,1,1,0
83000,1,1,9,1
242000,1,2,10,1
115000,1,1,4,1
203000,1,2,4,0
274000,1,3,0,1
226000,1,1,5,1
247000,1,2,0,0
80000,1,3,3,0
277000,1,2,1,0
94000,1,3,4,1
173000,1,3,10,0
173000,1,2,1,0
196000,1,2,4,1
181000,1,2,4,0
94000,1,2,8,1
71000,1,2,1,0
242000,1,1,2,1
166000,1,3,2,1
282000,1,1,0,0
146000,1,1,2,0
69000,1,1,1,0
255000,1,1,5,0
122000,1,2,4,0
181000,1,1,1,0
105000,1,2,2,0
371000,1,2,3,0
93000,1,1,0,0
125000,1,1,0,0
159000,1,2,0,0
82000,1,2,0,1
180000,1,1,0,0
364000,1,1,2,0
115000,1,1,0,0
186000,1,1,2,1
50000,1,1,2,1
147000,2,4,0,1
126000,1,1,0,1
96000,1,1,0,0
272000,1,3,2,1
125000,1,2,4,0
136000,2,1,0,1
122000,1,2,0,0
52000,1,3,4,0
80000,1,1,0,0
254000,1,1,4,0
50000,1,3,5,0
98000,1,3,4,1
120000,1,4,2,0
391000,1,1,4,0
229000,1,3,2,0
110000,1,1,4,1
307000,1,2,3,0
100000,1,3,0,0
261000,1,1,8,1
71000,2,1,0,1
271000,2,2,0,1
120000,2,3,0,1
85000,2,1,0,1
133000,2,3,1,1
175000,2,1,0,1
114000,1,1,0,0
203000,1,1,10,1
109000,1,3,5,0
211000,1,1,4,0
191000,1,2,8,1
145000,1,1,7,0
118000,1,3,3,1
163000,2,3,0,1
203000,1,1,2,0
466000,1,1,5,0
251000,1,1,4,0
257000,1,1,0,0
820000,1,3,0,1
199000,1,2,0,0
196000,1,1,8,1
221000,1,2,4,1
86000,1,2,2,0
118000,1,1,3,0
114000,1,1,1,1
214000,1,1,6,0
136000,2,2,3,0
162000,1,1,6,0
273000,1,2,2,0
241000,1,1,24,1
137000,1,2,0,0
104000,1,1,3,0
280000,1,2,0,0
230000,1,1,8,1
62000,1,1,0,0
126000,2,1,0,1
164000,1,2,6,0
230000,1,3,0,1
247000,1,1,0,0
175000,2,2,0,1
207000,1,2,2,1
155000,1,2,6,0
104000,1,2,0,1
130000,1,1,6,1
152000,1,2,11,1
147000,1,3,2,0
53000,1,3,6,1
121000,1,1,1,0
155000,1,2,2,0
128000,1,1,6,0
131000,1,2,2,0
196000,1,1,0,0
83000,1,1,2,0
61000,2,2,0,1
124000,1,3,3,0
228000,1,1,0,0
379000,1,2,5,0
231000,1,2,0,1
67000,1,3,2,0
132000,1,2,0,0
173000,1,1,0,0
165000,1,1,4,0
202000,1,2,0,0
91000,1,1,2,0
155000,1,3,2,1
189000,1,3,4,0
236000,1,3,4,0
96000,1,1,2,1
124000,1,2,0,0
50000,2,2,0,1
107000,1,1,2,0
112000,1,1,3,0
86000,1,1,5,0
164000,1,1,3,1
145000,1,4,3,1
50000,1,3,4,0
169000,1,1,3,0
90000,1,2,2,0
196000,1,1,0,0
74000,1,1,10,1
152000,1,1,4,1
128000,1,2,2,1
177000,1,2,2,0
161000,1,3,4,0
130000,1,3,4,1
64000,1,1,2,0
67000,1,2,0,0
109000,1,1,0,1
149000,1,1,6,0
107000,1,2,2,0
212000,1,1,18,1
129000,1,1,2,0
88000,1,1,2,0
129000,1,1,2,0
170000,1,3,6,0
179000,1,1,4,1
421000,1,2,0,0
104000,1,4,3,0
144000,1,2,8,1
190000,1,1,2,0
148000,1,3,9,0
114000,1,1,3,0
64000,1,1,2,1
113000,1,2,18,0
83000,1,1,4,1
58000,1,3,9,0
97000,1,1,3,0
84000,1,2,5,0
207000,1,2,2,0
209000,1,4,0,0
91000,1,1,2,1
130000,1,1,3,0
54000,1,3,3,0
114000,1,2,14,1
187000,1,1,2,0
236000,1,1,6,1
101000,1,3,0,0
268000,1,2,11,1
65000,1,2,0,0
76000,1,3,3,1
222000,2,1,0,1
376000,2,1,0,1
197000,1,2,0,0
147000,1,3,5,0
50000,1,1,4,0
50000,2,2,0,1
161000,1,1,3,1
123000,1,1,2,0
82000,1,3,10,0
156000,1,1,9,0
160000,1,1,3,1
252000,1,3,4,1
162000,1,1,6,0
295000,1,1,2,0
151000,1,3,0,1
141000,2,1,0,1
269000,1,2,4,0
88000,1,1,0,0
705000,2,1,3,1
184000,2,2,0,1
185000,1,1,7,1
200000,1,3,3,0
421000,2,3,3,1
232000,1,3,0,0
62000,1,1,5,0
325000,1,1,3,0
124000,1,3,0,1
159000,1,2,0,0
74000,1,2,3,0
200000,1,3,3,1
105000,1,1,2,1
158000,1,1,6,1
128000,1,2,2,0
432000,1,2,4,1
446000,1,1,4,0
154000,1,2,0,1
155000,1,3,0,0
122000,1,1,3,0
276000,2,1,0,1
125000,1,2,2,1
119000,1,3,2,1
257000,2,4,0,1
112000,1,1,5,1
147000,1,3,7,1
63000,1,3,4,0
221000,1,2,6,0
436000,1,1,0,1
223000,1,1,3,0
335000,1,2,7,0
94000,2,1,0,1
171000,1,1,2,1
89000,1,3,4,0
132000,1,1,9,1
229000,1,3,6,1
159000,1,2,2,0
69000,1,3,6,1
73000,1,1,4,1
70000,2,2,0,1
197000,1,2,2,0
467000,2,3,0,1
317000,1,1,5,0
53000,1,1,0,0
328000,1,3,3,0
251000,1,1,3,1
64000,1,2,2,0
127000,1,1,4,1
274000,1,1,6,0
203000,2,2,0,1
73000,1,2,0,0
210000,1,2,5,1
50000,1,2,6,0
133000,2,2,0,1
280000,2,4,3,1
152000,1,1,2,0
114000,1,1,0,0
245000,1,1,3,0
256000,1,3,3,1
308000,1,1,0,0
243000,1,2,2,1
272000,1,1,12,0
224000,2,2,0,1
174000,1,3,4,0
158000,1,2,3,1
132000,1,2,3,0
77000,1,1,5,0
89000,1,2,8,0
128000,1,1,3,0
171000,1,3,0,0
331000,1,1,10,1
147000,1,1,3,1
260000,1,1,3,1
272000,2,2,0,1
132000,2,3,0,1
208000,1,1,7,0
131000,1,1,4,1
310000,1,1,16,0
213000,1,4,9,0
78000,1,3,0,0
164000,1,1,3,0
371000,1,2,4,0
136000,1,3,0,0
192000,1,3,4,0
203000,1,2,2,0
85000,1,2,5,0
199000,1,2,7,0
70000,1,1,8,1
106000,1,1,0,0
271000,1,1,17,0
183000,1,1,0,1
127000,1,1,5,1
192000,1,3,5,0
145000,1,3,3,0
151000,1,1,5,0
215000,1,1,5,1
101000,1,2,5,1
153000,1,2,5,1
126000,1,1,13,1
63000,1,3,2,0
90000,1,1,0,1
355000,1,1,1,0
185000,1,2,0,1
72000,1,2,3,0
64000,1,1,2,0
141000,1,2,2,0
354000,1,3,1,0
135000,1,1,2,0
308000,1,2,4,1
182000,1,1,4,1
194000,1,2,3,0
72000,1,1,4,1
251000,1,1,3,0
125000,1,1,4,0
241000,1,3,3,0
96000,1,1,5,0
165000,1,3,0,0
182000,1,1,0,0
138000,2,3,0,1
187000,2,2,0,1
130000,1,1,3,0
105000,1,2,5,0
363000,1,3,0,1
267000,1,2,0,0
99000,1,1,1,0
205000,1,2,4,1
100000,1,2,5,1
78000,1,1,3,0
265000,1,3,0,0
59000,1,1,5,0
250000,1,2,0,0
131000,2,2,3,1
134000,1,4,2,1
188000,1,1,2,0
206000,1,1,0,0
95000,1,1,0,0
223000,1,2,2,0
160000,1,1,0,0
75000,1,1,3,1
137000,1,1,2,1
321000,1,3,6,0
377000,1,1,4,0
223000,1,2,6,0
78000,1,1,5,0
196000,1,1,1,0
240000,1,1,4,1
224000,1,1,5,1
231000,1,2,0,0
183000,1,1,0,0
144000,1,1,8,0
107000,1,1,4,0
53000,2,1,0,1
181000,1,1,2,1
166000,1,1,9,0
204000,1,1,4,1
72000,1,2,4,0
214000,1,3,1,0
464000,1,2,0,0
157000,2,1,0,1
145000,1,4,1,0
178000,1,4,2,0
459000,1,2,0,0
85000,1,1,3,0
168000,1,2,3,0
97000,1,4,3,0
111000,1,3,14,1
146000,1,2,5,1
315000,1,2,2,0
404000,1,4,4,0
192000,1,1,4,0
122000,1,1,3,0
591000,1,3,0,0
119000,1,1,0,0
110000,1,1,0,0
57000,1,1,0,1
323000,1,1,3,0
255000,1,1,6,0
567000,2,2,0,0
70000,1,1,6,1
334000,1,2,3,0
156000,1,1,0,0
234000,1,3,2,0
61000,1,2,0,0
336000,1,4,8,1
231000,1,1,5,1
147000,1,1,14,1
214000,1,3,0,0
98000,1,3,6,0
109000,1,1,6,0
116000,1,2,9,0
54000,1,2,6,1
241000,2,1,3,1
289000,1,2,4,1
102000,1,1,3,0
182000,1,1,6,0
130000,1,3,0,1
180000,1,2,0,0
106000,1,3,2,0
92000,1,2,0,0
268000,1,4,3,0
145000,1,1,1,0
456000,1,1,4,1
154000,1,1,4,0
90000,1,2,2,0
295000,1,2,2,0
212000,1,2,2,0
224000,1,1,0,0
289000,1,1,5,1
105000,1,3,4,0
140000,1,3,2,0
137000,1,1,2,0
74000,1,2,3,1
130000,1,2,1,0
313000,1,3,3,0
171000,1,1,0,0
72000,1,2,4,0
64000,1,1,4,0
375000,1,1,5,1
143000,1,3,2,1
105000,1,1,2,1
129000,1,1,6,0
67000,1,1,4,1
328000,1,1,4,0
121000,1,2,2,0
318000,1,1,5,1
154000,1,2,3,0
329000,1,3,1,0
173000,1,1,7,1
240000,2,3,0,1
223000,1,1,4,0
211000,1,1,3,0
182000,1,1,7,1
132000,1,1,3,0
430000,1,1,3,1
91000,1,1,6,0
150000,1,3,2,0
151000,2,2,0,1
187000,1,3,2,0
118000,1,2,10,0
178000,1,2,0,0
137000,2,1,0,1
63000,1,2,3,1
151000,1,1,6,0
82000,1,3,1,1
58000,1,3,3,0
162000,1,1,6,0
196000,1,2,6,1
200000,1,2,3,0
205000,1,2,5,0
52000,1,1,3,0
71000,1,2,2,0
444000,1,3,6,0
84000,1,1,5,0
210000,1,2,3,1
103000,1,1,0,0
157000,1,3,2,1
106000,1,1,3,0
204000,1,1,9,0
162000,1,1,1,0
117000,1,3,4,0
84000,1,2,5,0
174000,1,1,2,1
77000,1,1,3,1
190000,1,3,0,1
636000,1,1,3,1
315000,1,1,2,0
223000,1,4,3,0
143000,1,1,2,1
52000,1,2,3,0
72000,1,1,10,1
304000,1,2,3,0
97000,1,3,5,1
102000,1,1,2,0
137000,1,2,0,0
84000,1,3,3,0
76000,1,3,0,0
146000,1,1,1,0
92000,1,1,3,0
100000,1,3,4,1
98000,1,1,2,1
200000,1,1,4,0
132000,1,1,2,0
136000,1,3,2,0
208000,1,1,3,0
139000,1,1,7,0
129000,1,2,3,0
194000,1,1,6,1
217000,1,1,4,1
138000,1,2,2,0
157000,1,1,4,0
98000,1,4,5,1
93000,1,1,4,1
229000,2,3,0,1
192000,1,2,5,0
193000,1,1,3,0
175000,1,1,2,0
154000,1,2,0,0
220000,1,1,3,1
251000,1,1,5,1
248000,2,4,0,1
142000,1,2,4,0
322000,1,3,2,1
170000,1,1,0,0
212000,2,1,0,1
175000,1,2,2,0
172000,1,1,2,0
100000,1,1,2,0
221000,2,1,0,1
717000,1,1,5,0
122000,1,3,3,0
156000,1,1,4,0
117000,2,4,0,1
115000,2,1,0,1
351000,1,1,9,1
104000,1,1,3,0
116000,1,2,5,1
63000,1,3,0,1
99000,1,3,0,0
59000,1,1,0,0
212000,1,1,2,0
700000,1,3,0,0
123000,1,1,4,0
60000,1,2,4,0
246000,1,1,5,0
101000,1,1,2,0
307000,1,1,5,0
128000,1,1,0,0
106000,1,3,2,1
136000,1,2,5,0
228000,1,3,1,0
132000,1,2,5,0
114000,1,1,8,0
134000,1,2,3,0
75000,1,1,3,1
187000,1,3,2,1
56000,1,1,3,1
117000,1,3,0,0
228000,2,2,0,1
177000,2,2,0,1
208000,1,2,4,1
145000,1,2,3,0
285000,1,2,3,1
249000,1,2,4,0
192000,1,1,3,0
250000,1,2,0,0
227000,1,1,0,0
118000,1,2,3,1
72000,1,2,7,0
189000,1,1,2,0
203000,1,2,2,0
273000,1,2,5,1
90000,1,2,0,0
91000,1,2,1,0
193000,1,2,4,1
144000,1,2,7,1
53000,1,1,3,0
184000,1,1,2,0
54000,1,2,0,1
89000,1,1,3,0
315000,1,1,9,0
409000,1,1,3,0
77000,1,1,6,0
125000,1,4,2,1
154000,1,1,0,0
400000,1,1,2,0
114000,1,3,3,1
115000,1,4,10,1
352000,1,1,4,0
122000,1,3,1,0
223000,1,1,5,0
67000,1,3,4,0
137000,1,1,3,0
60000,1,1,3,0
84000,1,1,4,0
238000,1,2,6,0
146000,1,1,4,0
126000,1,2,3,1
99000,1,2,3,1
133000,1,1,2,0
